UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
253,H0253,L,299.7996918470401,308.41401668776206,1446.8545448640784,53.93181257934906,3,1,1,0,0,1,0
254,L0254,L,299.5926524996461,308.120075614861,1343.2140574634545,48.39349114231602,154,0,0,0,0,0,0
255,L0255,L,298.2440348264869,311.8709651753718,1534.670997760492,48.728243510056345,171,0,0,0,0,0,0
256,H0256,M,298.34623929192026,310.3896141773709,1751.1556551584424,30.33843276629583,46,0,0,0,0,0,0
257,M0257,M,299.5470422161969,309.13170726812365,1315.9922255494248,39.206115755942974,93,0,0,0,0,0,0
258,L0258,L,300.73473101363237,310.53462908612244,1496.771938895053,36.995340512792964,47,0,0,0,0,0,0
259,H0259,L,301.8271692524665,307.3642522609831,1564.0542935074773,29.943986243105343,239,0,0,0,0,0,0
260,L0260,H,298.3936420986393,310.00337550659714,1512.307820165618,43.60164183945767,212,1,0,0,1,0,0
261,L0261,H,302.98537713791904,310.3278211728431,1488.687194748426,34.62354242220184,138,0,0,0,0,0,0
262,M0262,M,299.45775279791485,310.92427013953784,1370.0783636554177,46.55403829850237,204,1,1,1,0,0,0
263,H0263,L,299.9572654113031,308.98610404770744,1523.2786742940164,29.29808437105668,72,0,0,0,0,0,0
264,H0264,L,298.50557664170435,310.08568716140337,1424.3236022984074,57.19040612841821,3,0,0,0,0,0,0
265,M0265,L,295.1515194794541,309.07457537394043,1281.0078295021447,31.03667341407938,75,1,0,1,0,0,0
266,M0266,H,301.7680907927221,310.2553837556743,1619.459222051373,42.19302337200436,76,0,0,0,0,0,0
267,H0267,L,301.47368779418485,309.104653677637,1595.8385819842042,47.918593103880674,255,0,0,0,0,0,0
268,H0268,M,299.4373448857636,309.5918991608398,1505.166097685108,34.293595697998875,101,0,0,0,0,0,0
269,M0269,L,300.13398143444977,309.0041846052098,1522.9074688205703,48.52468643432951,105,0,0,0,0,0,0
270,L0270,M,301.0318784354082,310.6511362418237,1607.4318012715562,27.708164021995838,38,0,0,0,0,0,0
271,L0271,M,296.8749082862269,310.8584511166567,1522.4339656778084,54.521176991825605,274,0,0,0,0,0,0
272,M0272,H,298.9418946453074,309.7653794300426,1590.4017554761315,40.141492649657586,87,0,0,0,0,0,0
273,L0273,L,301.58852935924364,310.03823799496,1470.251779912615,34.0358859203112,210,1,1,0,0,0,0
274,M0274,L,297.4914211536615,308.55140858536646,1631.1983738573947,37.00818227572566,76,1,1,0,0,0,0
275,L0275,L,300.58711586433327,309.70032335199323,1532.0785725932683,48.089192693927195,76,0,0,0,0,0,0
276,L0276,H,297.2868363907532,309.94979538295826,1519.4051943605873,34.155447081495616,27,0,0,0,0,0,0
277,H0277,H,300.9328599648671,312.62079309102995,1372.9938911287968,32.50642310577223,244,1,1,0,0,0,0
278,H0278,M,299.92871703540504,308.88803297422584,1528.695585430171,37.78463402416262,65,0,0,0,0,0,0
279,L0279,M,296.769736368189,311.4641772387524,1416.8045082505548,28.23037887230032,265,1,1,0,0,1,0
280,L0280,M,302.32947870891434,310.9968587734658,1436.1717273471506,58.205439079418156,204,0,0,0,0,0,0
281,H0281,L,298.5308168464039,310.2806364044901,1418.4624371683879,34.336054087852766,57,0,0,0,0,0,0
282,H0282,H,298.37949512597123,311.75862048419515,1393.3765068100774,48.31616786180403,200,0,0,0,0,0,0
283,H0283,L,300.4011383944619,310.37210547260685,1712.4771403016962,42.09470083647773,224,0,0,0,0,0,0
284,M0284,L,302.29727469885745,310.3891591956679,1633.1339061988404,30.15465949518032,141,0,0,0,0,0,0
285,L0285,M,297.9683563620432,309.9468793469824,1692.036750214426,39.940452907872704,83,0,0,0,0,0,0
286,H0286,L,300.1233596996959,311.22356888241865,1377.7104980444435,47.84002779310748,142,0,0,0,0,0,0
287,L0287,L,300.85763300066117,311.09646923381086,1507.1253749910893,38.11738664913693,32,0,0,0,0,0,0
288,M0288,M,301.38621121452627,309.3743227125038,1370.6492374795905,51.93112945851028,151,0,0,0,0,0,0
289,M0289,L,300.35288311055444,308.68075280540126,1430.4305122802937,50.21515392781864,157,0,0,0,0,0,0
290,H0290,M,299.26594432183333,309.7970193626043,1408.1873016583424,49.1891485465833,140,0,0,0,0,0,0
291,M0291,L,298.34481955870257,309.19996143560235,1623.9584006441562,35.40343227727003,250,0,0,0,0,0,0
292,L0292,L,300.1722877660927,309.93647542538463,1460.377032189824,29.20157552218513,111,0,0,0,0,0,0
293,H0293,L,297.8557219760288,311.2374381346841,1606.8379333694015,33.864123946372054,143,0,0,0,0,0,0
294,L0294,L,294.15729903301076,309.5426983449132,1560.4120889588519,41.962409406667206,208,1,0,1,0,0,0
295,L0295,M,300.87311960831533,309.95717661868844,1730.363875210479,45.45786713532355,223,1,0,0,0,1,0
296,M0296,L,301.8078696821724,310.0580227348084,1352.0555776860276,18.284285952395525,42,0,0,0,0,0,0
297,M0297,M,295.2741351289163,310.84843088220526,1625.92332397868,39.9188679838825,263,1,1,0,0,1,0
298,M0298,L,297.9805385905801,307.7531106660154,1614.6440870400727,41.580892253231845,243,0,0,0,0,0,0
299,M0299,M,301.2383085220104,309.3932997052347,1402.6621161972967,37.224557436844485,2,0,0,0,0,0,0
300,M0300,H,304.1149909394234,310.2112836922795,1600.713333647316,52.91273839015879,124,0,0,0,0,0,0
301,H0301,M,300.0415874153508,311.20007895642686,1533.614496302623,44.21780074250871,267,0,0,0,0,0,0
302,L0302,L,298.54399411754173,309.5080975524938,1477.2523740046593,53.10191908080897,83,0,0,0,0,0,0
303,L0303,L,299.6342071177903,308.1234472939581,1417.6064513028,37.84039479649768,15,0,0,0,0,0,0
304,L0304,L,302.7497528382964,310.6197114459661,1428.0890548550815,49.37477492506925,58,0,0,0,0,0,0
305,L0305,M,298.7080716417509,309.3646376111744,1704.9812095785926,56.350663945275194,176,0,0,0,0,0,0
306,M0306,L,298.4016159866995,308.81033334090966,1500.0682818957482,53.116934492726614,62,0,0,0,0,0,0
307,L0307,L,299.03451295563593,309.3756546102868,1578.213000153146,29.07858406571267,48,0,0,0,0,0,0
308,H0308,M,298.09334278348257,309.81547464234416,1420.9100618332448,37.46323922457619,245,0,0,0,0,0,0
309,H0309,L,300.24534063198956,309.3952553354618,1422.0147053778362,36.54835294550204,288,0,0,0,0,0,0
310,L0310,M,303.2493569169391,307.7944339429009,1608.1984809249943,44.89254535076328,285,0,0,0,0,0,0
311,L0311,L,300.6461585462321,310.8970661968871,1365.0423788448468,46.86353555014533,14,0,0,0,0,0,0
312,H0312,L,299.49529299574743,311.27487504127873,1458.4786232094727,31.61107325974264,254,0,0,0,0,0,0
313,H0313,M,299.4163774621689,310.6515219913395,1503.4027411072232,40.67838513916938,91,0,0,0,0,0,0
314,M0314,L,296.8736183826067,308.86231432957516,1511.1372601840053,19.800726678438636,278,1,0,1,0,0,0
315,H0315,M,301.7662195542943,309.7985084660525,1482.0906714983844,54.419450058018896,205,1,0,1,0,0,0
316,M0316,L,299.8443256059744,309.99347868477054,1539.5819781095922,34.87625759323306,93,0,0,0,0,0,0
317,M0317,L,299.63904017281874,310.59879438956193,1569.2855755817811,40.55863939844497,224,0,0,0,0,0,0
318,M0318,H,306.3862151356897,310.66834048871806,1573.463754545933,36.90350286011939,198,0,0,0,0,0,0
319,M0319,M,300.59750581673137,309.2658262012215,1401.4196191332173,51.46027575013415,270,0,0,0,0,0,0
320,M0320,M,298.4964178998096,310.0819955564136,1471.5844902071203,11.624935586026211,233,0,0,0,0,0,0
321,L0321,L,299.1472848075889,310.45728040461523,1619.4762861876939,39.83389657674091,45,0,0,0,0,0,0
322,H0322,M,302.2968914183935,311.4558223221468,1589.4647187573873,38.94181242502302,63,0,0,0,0,0,0
323,M0323,L,300.2265408210755,310.7045065398247,1362.7140548518937,35.46363612408317,229,1,0,1,0,0,0
324,H0324,L,297.1234440433653,310.78905668737553,1535.1479900352201,57.262265456356324,248,1,0,1,0,0,0
325,H0325,H,301.83845786915043,310.08382662792934,1302.177475062519,31.126705411442288,245,1,0,0,0,0,1
326,M0326,L,298.66371182892203,311.4104591452035,1504.693490206037,47.71796177235661,74,0,0,0,0,0,0
327,L0327,H,303.7465955524351,310.4097627959595,1689.7767016745977,43.56252788706084,156,1,0,1,0,0,0
328,M0328,L,302.16009613142927,309.1389120898264,1405.2107282731013,52.615192525355155,222,0,0,0,0,0,0
329,L0329,L,299.1053562086825,311.4033699701252,1416.5676954508417,33.32810915222495,189,0,0,0,0,0,0
330,H0330,M,302.5620327234702,310.697903272539,1576.402978157286,32.67031100876241,51,0,0,0,0,0,0
331,L0331,H,300.1357110210548,309.55695597887154,1345.7198484790354,50.960699074773984,87,0,0,0,0,0,0
332,L0332,M,301.70554735024444,309.52050703260073,1436.7244970114962,44.253213083301105,65,0,0,0,0,0,0
333,L0333,H,300.96946563458897,310.29657554514074,1559.6441137581753,24.550626533232414,149,0,0,0,0,0,0
334,H0334,M,298.30728669001826,310.4631847952676,1436.5714152310597,34.6069498553673,19,1,0,1,1,0,0
335,H0335,M,298.7129003353651,310.19729226563123,1476.4030012789028,43.86382653848061,32,0,0,0,0,0,0
336,L0336,H,302.0599216351623,310.3113086734429,1574.4185710315035,48.37764221546589,280,1,1,1,0,0,0
337,L0337,L,299.3304493357869,311.6999573745764,1542.1546083536562,33.207693468070445,45,0,0,0,0,0,0
338,M0338,L,299.192703073516,311.0715431522349,1526.6818396295403,10.85744010183059,72,0,0,0,0,0,0
339,L0339,L,298.08975484130127,310.19063559126505,1466.0877720729961,45.23223185737033,132,0,0,0,0,0,0
340,M0340,H,300.84719813118693,310.9413105807675,1537.0061115268954,27.796793100560244,54,0,0,0,0,0,0
341,L0341,H,304.1250498384863,308.96747609647247,1487.6267319900244,19.826612018775887,60,0,0,0,0,0,0
342,M0342,L,297.8649341714914,310.3979270499468,1545.7805609925786,11.676740750158594,7,0,0,0,0,0,0
343,H0343,M,300.04843891334554,311.8093063497331,1450.3067974882022,48.139808601977414,271,0,0,0,0,0,0
344,L0344,H,302.82444111083083,309.7819541046076,1481.7431025620458,41.28617450404967,245,1,0,0,0,0,0
345,L0345,L,299.8407172175086,309.1523660713809,1401.0042207447987,37.74343619287748,175,0,0,0,0,0,0
346,L0346,M,300.90474359249947,309.3479111114069,1496.4992389993763,53.89024362962762,115,0,0,0,0,0,0
347,L0347,H,297.87521294370623,308.91036696265763,1418.8999136371156,46.37324683023073,270,0,0,0,0,0,0
348,M0348,L,300.8566141944153,309.2152380918723,1388.5953549838007,56.16300042721917,192,0,0,0,0,0,0
349,L0349,M,299.6257114699909,309.62949190140995,1525.866114785539,26.072645278330036,149,0,0,0,0,0,0
350,H0350,L,301.9714599913597,308.59443298082135,1521.273977585766,39.65449376046036,130,0,0,0,0,0,0
351,H0351,H,302.3747721031295,310.0156183339496,1578.2873734948573,23.832866250519857,101,0,0,0,0,0,0
352,L0352,H,305.17912728403724,310.9022771737867,1456.88744304249,37.70617668144533,269,0,0,0,0,0,0
353,H0353,H,301.15926634642716,309.0922438198531,1540.8052846836756,37.513841462333225,291,1,0,0,0,1,0
354,L0354,L,300.65159263316434,311.51928392364175,1555.0797572273664,46.26613637263071,209,0,0,0,0,0,0
355,L0355,H,300.3887686031547,310.5107920885276,1544.4773807831596,40.455638811418986,66,0,0,0,0,0,0
356,H0356,H,299.2936674143786,311.0305805856241,1417.4346317197858,46.23407138279916,9,0,0,0,0,0,0
357,L0357,L,300.6769676869234,309.3421654461479,1514.936348227119,47.03440133138894,48,0,0,0,0,0,0
358,H0358,H,299.40919717972196,310.85452522706663,1536.414029605466,61.54928677383142,110,0,0,0,0,0,0
359,M0359,L,300.3369219525392,308.9080660996047,1500.7178466907942,36.847033447138756,218,0,0,0,0,0,0
360,L0360,M,302.63519507121595,310.8902475008365,1291.3522341628916,30.58977299333621,56,0,0,0,0,0,0
361,M0361,L,297.98691486944074,310.1718393397935,1516.048962397348,42.46083615316409,282,0,0,0,0,0,0
362,H0362,L,302.2797571222581,310.55325121998476,1721.2531039397243,31.977199728604567,112,0,0,0,0,0,0
363,M0363,L,302.63423013467974,308.82440539437516,1463.9960731243018,54.81960768436536,132,0,0,0,0,0,0
364,M0364,M,299.76386294601787,309.1049301577234,1427.192290214468,37.167819610547674,70,0,0,0,0,0,0
365,H0365,L,295.75629020198284,310.5972282182534,1537.3348559711399,34.3442363212601,82,0,0,0,0,0,0
366,M0366,M,298.7843560258111,309.0516519957758,1531.2378210466572,35.28684278848882,56,0,0,0,0,0,0
367,M0367,L,302.5939890931222,310.46320629209913,1619.2735165416414,47.18417423471641,270,1,0,1,0,0,0
368,H0368,L,299.95426387540226,308.6328621935398,1374.2131844091111,38.422530167685146,110,0,0,0,0,0,0
369,M0369,M,298.00139553541015,310.84817421266666,1573.1380252574993,33.58333179869618,75,1,0,0,0,0,0
370,H0370,M,298.9904501575436,308.7674766852315,1559.0422061251463,56.65351917623531,157,0,0,0,0,0,0
371,M0371,L,301.6812400530091,310.55229993767955,1485.7853463059455,31.438301593382498,19,0,0,0,0,0,0
372,H0372,M,301.09346713640275,310.625630933646,1533.868731792169,40.35566074032994,130,0,0,0,0,0,0
373,H0373,H,299.5221358016606,309.30322818157043,1602.9457481598358,46.5230615161023,121,0,0,0,0,0,0
374,M0374,M,299.2663511763706,310.5820265670847,1587.2315380028451,23.68664889582927,40,0,0,0,0,0,0
375,M0375,L,299.21648370191235,310.2604422633336,1385.698068792627,44.80260501405925,166,0,0,0,0,0,0
376,M0376,L,298.155179631003,309.46115814380727,1582.0158186755484,29.448923245195505,129,0,0,0,0,0,0
377,L0377,H,303.23075137893886,308.9914453159238,1493.5311394967482,48.227827808340024,22,0,0,0,0,0,0
378,L0378,L,299.3553590615773,308.0373743083274,1507.2874098015516,30.373489880810236,278,1,0,1,0,0,0
379,L0379,H,302.434317041651,310.3496500472997,1507.3196991001694,46.92769031848861,250,1,1,0,1,0,0
380,H0380,M,303.0426321038449,308.43519722863795,1484.975701120174,51.05833066294713,8,0,0,0,0,0,0
381,M0381,H,301.9966217962959,310.0953441994413,1619.1707497107066,48.61436525632805,12,0,0,0,0,0,0
382,H0382,M,299.1367593745639,309.7365517839178,1491.6282040150788,42.513166482381024,51,0,0,0,0,0,0
383,L0383,H,300.8074601806732,310.6791427754382,1388.045387161683,37.686990570703,208,1,0,1,0,0,0
384,M0384,L,299.95160878721816,309.69795450051015,1460.647014403027,34.23580423665156,37,0,0,0,0,0,0
385,H0385,M,298.1925962785397,309.6705522136529,1517.8694716810476,54.71034690817104,99,0,0,0,0,0,0
386,M0386,L,300.6487185634432,310.73187070428827,1622.921478429705,33.00504779832357,192,0,0,0,0,0,0
387,H0387,L,297.6419204176804,310.3350580290841,1560.3094684948833,29.62933926430004,190,0,0,0,0,0,0
388,M0388,M,302.3753587769231,310.3161559571828,1414.9464721252957,46.6536893503283,50,0,0,0,0,0,0
389,L0389,H,299.0707654054032,310.4692675898085,1748.5189916678892,32.03863196813505,140,0,0,0,0,0,0
390,L0390,H,300.40231931174566,308.4644278767929,1526.477531097798,30.499365025338726,167,0,0,0,0,0,0
391,M0391,M,300.5665757430923,310.756788679987,1627.5390737999014,25.56395737830235,108,0,0,0,0,0,0
392,H0392,L,299.4821900525918,310.6124687940136,1484.8285566422771,35.170901605394825,206,0,0,0,0,0,0
393,L0393,L,301.1733876029505,308.9833168714235,1553.335924470545,39.17284976103507,299,0,0,0,0,0,0
394,L0394,M,299.05019268675494,309.7559195263258,1583.9468504518404,42.43091727660699,109,0,0,0,0,0,0
395,L0395,L,301.74259459491446,309.96069271237235,1621.8194711754256,49.51306244299484,195,0,0,0,0,0,0
396,M0396,L,297.3080406395065,309.86550321559827,1605.7368305378225,45.268979236657934,151,0,0,0,0,0,0
397,M0397,L,300.2527591590928,310.3338599665685,1587.219700007298,38.091277804468206,242,0,0,0,0,0,0
398,H0398,L,303.87785799811655,311.4313667818312,1468.4913268805892,38.0180432362028,127,0,0,0,0,0,0
399,H0399,L,297.99933735078884,311.08176672767286,1442.8253958043938,45.10157468915183,104,0,0,0,0,0,0
400,H0400,L,298.6445100589503,308.6877808065686,1533.2607510324196,52.725701629285695,9,0,0,0,0,0,0
401,M0401,L,301.02781569931784,310.62206999030604,1593.312807234107,41.263141994832004,147,0,0,0,0,0,0
402,M0402,L,300.3591635638792,311.3289333195354,1477.7279299223394,35.30869145789591,139,0,0,0,0,0,0
403,H0403,H,300.7012601985471,310.3868085206892,1606.5171965714387,30.071339989144548,189,0,0,0,0,0,0
404,H0404,L,300.9783742602953,311.090980425186,1645.261674548618,25.547947355877746,93,0,0,0,0,0,0
405,M0405,L,301.26944293712353,312.0122704457008,1408.3679080926581,46.662696720435235,228,0,0,0,0,0,0
406,H0406,M,302.21939968391246,311.023709546107,1416.307929620372,45.77978523639557,62,0,0,0,0,0,0
407,L0407,L,300.819637313857,310.2493085956417,1485.9624941094664,45.773635251066615,24,0,0,0,0,0,0
408,M0408,H,299.5174846907629,311.04508847408476,1530.7612668189197,38.71340553647944,267,1,0,0,0,1,0
409,H0409,M,301.3451474024055,310.1448878330969,1447.543298623295,54.069347458917505,280,0,0,0,0,0,0
410,M0410,L,303.7997638697904,310.023903043285,1635.2202678867145,35.15881505415182,10,0,0,0,0,0,0
411,L0411,L,299.73473250723487,309.6485857642863,1542.4066861518452,49.55269237207206,200,0,0,0,0,0,0
412,M0412,H,298.0509413906587,311.5634133588321,1503.944704824074,39.61257105010457,125,0,0,0,0,0,0
413,M0413,H,302.21416133857394,309.181571334058,1356.4090476131473,33.91649235320662,189,0,0,0,0,0,0
414,M0414,L,299.7592376720928,311.5323677246781,1368.4184183572493,45.925303073177616,88,0,0,0,0,0,0
415,M0415,M,295.6546609079719,310.4998641237404,1528.1009250281807,44.096361186839935,115,0,0,0,0,0,0
416,L0416,L,301.6948433543008,308.60069382519805,1286.7404373845163,43.56972759266926,176,0,0,0,0,0,0
417,M0417,H,298.92934362809217,310.3676492929914,1601.2637409644071,40.81278422056199,13,0,0,0,0,0,0
418,M0418,L,299.81893343539167,307.89997349234835,1484.184615562768,39.62106918283169,256,1,0,0,1,0,0
419,H0419,H,300.66396066113805,310.625508016831,1824.3092969594734,63.88371992870439,208,0,0,0,0,0,0
420,M0420,M,300.38099935955813,310.885231482989,1730.791625061611,51.84256645196173,280,0,0,0,0,0,0
421,H0421,M,301.4189036342781,309.40764404434793,1481.8550930752483,47.22826894985512,104,0,0,0,0,0,0
422,L0422,M,299.12902725886033,310.1235476959556,1489.3662997468684,41.11799158203388,146,0,0,0,0,0,0
423,L0423,L,301.02621159635214,311.9541574337503,1599.5581514002029,50.07157200596669,278,1,0,0,0,0,0
424,L0424,L,299.48090664483215,309.4942532957381,1670.3172609918038,45.17994776391452,8,1,0,1,0,1,1
425,L0425,L,301.477620961775,308.9410924129434,1336.1970942563983,40.26204752774036,117,0,0,0,0,0,0
426,H0426,L,301.2307349680261,311.4816634024626,1321.3624534645314,36.96435674734085,93,0,0,0,0,0,0
427,M0427,M,298.1291225959108,311.96258719053077,1437.796519444562,39.19082662337312,143,0,0,0,0,0,0
428,L0428,L,302.1719642323501,310.0036956718478,1558.2737583173864,8.295742641219444,288,0,0,0,0,0,0
429,M0429,L,298.9280731097719,311.0114630354084,1549.6873590507598,42.10600839297642,13,0,0,0,0,0,0
430,H0430,H,301.6161155965623,311.3414759155309,1606.977145498385,35.115239198896404,256,1,1,0,1,0,0
431,H0431,H,300.73457462680267,309.2575157674616,1380.030247163469,55.926699982828836,185,0,0,0,0,0,0
432,H0432,H,303.67636735359025,309.51469416463215,1268.3856137031123,40.19344070811754,206,1,0,0,1,0,0
433,L0433,H,299.5530680352563,311.23087451315473,1585.8014195302146,28.11036580465038,171,0,0,0,0,0,0
434,M0434,L,299.3013664077636,311.68501427870854,1417.1803727034765,39.501198458718825,269,0,0,0,0,0,0
435,M0435,L,299.96116078822456,310.56288086017435,1298.1512135611363,29.538789149374956,220,0,0,0,0,0,0
436,M0436,M,299.3936404343315,309.12018564649793,1514.5063745959383,44.73407415712467,151,0,0,0,0,0,0
437,H0437,M,301.5998838038841,311.98706111169946,1579.3175688218678,42.909473643394854,110,0,0,0,0,0,0
438,L0438,L,296.76737878312684,309.469029102188,1487.7942867878724,49.57839631108268,182,0,0,0,0,0,0
439,H0439,H,297.8926351617073,309.66486221882855,1454.2151613817512,32.09118208305435,71,0,0,0,0,0,0
440,H0440,L,297.8643941568416,310.3423378344896,1484.0637767854093,40.34008096228147,282,1,0,1,0,1,0
441,M0441,L,301.90061518394714,311.55416042071477,1462.9417237599216,26.349782045733647,73,0,0,0,0,0,0
442,H0442,M,303.42122674516384,310.85397597655225,1365.1952888059832,47.01494781924715,214,0,0,0,0,0,0
443,M0443,M,299.79110156292506,310.4148655003619,1428.531932300957,45.18871180440122,22,0,0,0,0,0,0
444,L0444,M,299.66235655362,310.4632885301181,1552.1279905013814,44.95805021027571,67,0,0,0,0,0,0
445,M0445,L,300.1401043262264,310.04351466864347,1532.16785413765,40.01619031356941,92,0,0,0,0,0,0
446,L0446,H,302.3237566052164,310.55813951451853,1516.805980596682,44.14772890788791,62,0,0,0,0,0,0
447,M0447,L,298.14529373161884,307.4704399223057,1400.485151814662,56.043391083085965,223,0,0,0,0,0,0
448,H0448,L,300.47673796546957,309.7033925409302,1481.8496837864334,37.14905742957986,224,1,0,0,0,0,0
449,H0449,H,301.95039525956486,310.24132193491675,1282.2934953557146,41.38645183710084,102,0,0,0,0,0,0
450,L0450,H,301.0021883398797,308.8489859163805,1517.847666388539,29.138737008185903,214,0,0,0,0,0,0
451,L0451,H,300.37916323319746,310.38632331781156,1642.8857707813568,31.317390384016676,191,0,0,0,0,0,0
452,L0452,H,302.0020921851343,309.79552877901386,1352.5867867957895,40.97813293093307,159,0,0,0,0,0,0
453,M0453,M,294.5935354140015,311.7554756983155,1441.4072326682244,51.03933546701907,206,0,0,0,0,0,0
454,M0454,M,301.3557506390618,311.57301972521486,1532.910677871013,37.43719175748428,268,0,0,0,0,0,0
455,L0455,L,298.69184863374517,309.5341944308818,1625.2842634427484,37.64083470687876,193,0,0,0,0,0,0
456,H0456,L,296.3387342062871,309.8491622884333,1455.177538369985,35.931147554956254,151,0,0,0,0,0,0
457,M0457,L,301.02240519904996,309.9260524343916,1430.7749670734104,34.65243329155677,236,1,1,1,0,0,0
458,M0458,L,302.7473170903259,309.54834052384035,1303.1076857583917,42.949714557088214,87,0,0,0,0,0,0
459,M0459,M,299.7251029707446,310.1950249840281,1510.3438129308106,25.027423548213555,10,0,0,0,0,0,0
460,L0460,L,301.9057490944059,309.2417179311124,1704.2076040143743,52.80939576666728,186,0,0,0,0,0,0
461,L0461,L,303.22455651597727,308.86938466506246,1527.7358461964675,33.34577701870539,213,1,0,1,1,0,0
462,L0462,L,302.6298289071681,310.6227112239003,1497.7721020816286,47.21903485438141,14,0,0,0,0,0,0
463,L0463,M,303.27992905874277,310.6295295842218,1532.2082310766984,27.30001402606124,265,0,0,0,0,0,0
464,L0464,L,301.4842549821438,309.19568424034003,1498.8907996051398,46.68840130546218,296,1,0,1,0,0,0
465,H0465,H,300.1508672778032,310.8953554307626,1418.698562773987,46.719446078144976,72,0,0,0,0,0,0
466,H0466,L,296.79606837620565,309.3684222708347,1582.3279915677706,43.84202072005897,51,0,0,0,0,0,0
467,L0467,L,299.5078750237401,310.253165238038,1522.5761523111755,30.055714782002077,127,0,0,0,0,0,0
468,M0468,M,298.3135068093676,310.82034401261245,1501.7613251933658,42.495481895980774,27,0,0,0,0,0,0
469,L0469,H,304.3418854349956,309.96638743529627,1402.463397272175,28.16943815265611,64,0,0,0,0,0,0
470,H0470,L,299.6482283751353,310.4547409121411,1630.350793193476,37.472367449038146,16,0,0,0,0,0,0
471,H0471,M,300.24640961356897,309.4835703561124,1566.4702745333109,50.29413100955326,137,0,0,0,0,0,0
472,M0472,M,301.1029707520809,309.8035334165719,1444.70791626327,47.96701927070742,228,1,0,0,0,1,0
473,H0473,L,300.0872048927449,309.79414056911963,1600.1824853681937,40.15182942540433,253,0,0,0,0,0,0
474,L0474,H,303.3901020808615,309.2534216534598,1450.2429161614793,30.251934240771583,209,1,0,0,0,1,0
475,M0475,M,298.7547012765311,309.8232258368842,1421.7996507488963,46.455877121741935,293,0,0,0,0,0,0
476,L0476,M,300.3892149104745,308.45138170113626,1424.0296882519713,40.193812376980254,230,0,0,0,0,0,0
477,L0477,H,298.5150588286039,309.5088462528579,1322.8931446911909,16.79684401769577,240,0,0,0,0,0,0
478,M0478,H,297.3599549775586,309.71512450663033,1547.1542380418205,47.826298263165185,69,0,0,0,0,0,0
479,L0479,M,298.77646181818943,309.74382024750463,1316.885512166165,39.75767166130308,103,0,0,0,0,0,0
480,H0480,H,299.92592640590317,309.7585025541292,1377.1556168734237,52.02451247983072,203,0,0,0,0,0,0
481,L0481,M,299.14139555096546,309.93823580013986,1292.4411990921467,29.047294811571952,52,0,0,0,0,0,0
482,M0482,M,298.6151580402523,310.47944151808605,1491.3930307209107,8.232961868039993,53,0,0,0,0,0,0
483,M0483,M,297.18736507265635,310.87451707413254,1484.967953972813,42.79083858345185,275,0,0,0,0,0,0
484,M0484,M,299.83378885474264,309.3502347731517,1467.3303786813635,42.91563676681973,30,0,0,0,0,0,0
485,L0485,L,296.990559251938,308.7967991446109,1395.7422305329424,23.093283723935482,134,0,0,0,0,0,0
486,M0486,H,301.5201119273792,308.9579555877569,1382.776624656336,30.215004541333936,57,0,0,0,0,0,0
487,M0487,H,300.164879505869,309.5127970788051,1546.4369863546574,67.55217743719902,104,0,0,0,0,0,0
488,L0488,L,297.08489700107015,309.6480786821835,1444.9448068291513,36.94389385846197,265,0,0,0,0,0,0
489,H0489,H,299.38158184590026,309.23000393380255,1531.6358321536145,47.30958976376216,9,0,0,0,0,0,0
490,L0490,L,298.4956871888188,308.7038833357501,1411.4751313875777,33.493401726316165,252,0,0,0,0,0,0
491,M0491,L,300.63834902083835,309.5438791725258,1518.1062742771082,19.096971011468433,294,0,0,0,0,0,0
492,M0492,M,302.6809008920463,310.181426620114,1630.3278037316063,38.297417532040946,155,0,0,0,0,0,0
493,L0493,L,296.2496550607085,310.5950294658356,1558.6165800392782,37.34395439713895,157,0,0,0,0,0,0
494,H0494,H,300.2300521582948,309.4425769468917,1458.758618178352,36.001217613316285,36,0,0,0,0,0,0
495,M0495,H,299.6797344088667,309.58700217785656,1525.7198970355928,38.853591644936074,118,0,0,0,0,0,0
496,M0496,M,301.3426801529009,309.07330169115266,1475.9334825469787,42.64268271645636,66,0,0,0,0,0,0
497,M0497,L,300.42639325647536,309.96856082962523,1500.7880184694727,38.49883048746194,241,1,0,0,1,0,0
498,L0498,L,298.49606133652236,309.15157136580916,1467.4388947851496,27.35993832052636,298,1,1,1,0,0,0
499,M0499,M,299.36189212866674,310.5731278132412,1483.566479411461,44.86184791561939,212,0,0,0,0,0,0
500,H0500,H,298.40794828639304,308.2141335080659,1521.2093353074176,20.506282446775767,100,0,0,0,0,0,0
501,M0501,M,302.1520142771972,309.64037032754754,1400.664130041805,19.496425427157998,55,0,0,0,0,0,0
502,M0502,L,300.0426232973439,310.30110733919173,1398.4121173010021,47.39180494701568,238,0,0,0,0,0,0
503,H0503,M,303.802381371506,310.1838345163225,1361.1457446168788,45.07020272135357,230,1,1,0,0,0,0
504,M0504,M,299.87867837237076,312.6930336639805,1339.972889549629,39.42604634925964,91,0,0,0,0,0,0
505,L0505,M,298.5831864661791,310.3498000245679,1378.2717307779521,26.04551495244928,278,0,0,0,0,0,0
506,L0506,L,296.97257121477435,308.995945403158,1515.946250680413,32.920890593259244,108,0,0,0,0,0,0
